Sample ID,Fruit #,Tray#,Fruit Number,Subsample (n=50) seed,Total Seed Weight (g),Mean Total Seed Count,Comments,FrtWt,FWslice,DWslice,L1_Frt1,Chroma1_Frt1,Hue1_Frt1,L2_Frt1,Chroma2_Frt1,Hue2_Frt1,Firm1_Frt1,Firm2_Frt1,SSC1_Frt1,DM,avHue,avFirm,avSSC
134620,7,452,70325,0.0702,0.1444,103,,86.11,5.88,1.00,72.22,30.81,100.90,72.42,33.24,100.90,5.72,6.56,10.10,17.01,100.90,6.14,10.10
134623,2,455,70374,0.0709,0.4217,297,,112.48,6.27,1.20,68.12,28.67,98.80,67.69,30.86,99.20,3.61,3.24,14.80,19.14,99.00,3.43,14.80
134623,4,455,70376,0.0697,0.4995,358,,117.90,6.72,1.33,68.29,30.23,99.60,68.44,27.11,99.30,5.36,5.11,15.00,19.79,99.45,5.24,15.00
134623,7,455,70379,0.0900,0.6184,344, ,113.66,5.72,1.11,68.85,26.83,98.70,70.26,28.80,99.30,6.36,5.86,14.60,19.41,99.00,6.11,14.60
134623,8,455,70380,0.0641,0.5435,424,,107.36,6.63,1.20,65.11,27.15,100.00,65.13,27.03,99.80,4.95,5.12,15.50,18.10,99.90,5.04,15.50
134623,9,455,70381,0.0841,0.8130,483,,150.24,6.96,1.34,68.91,24.99,98.90,70.91,31.13,99.80,7.25,6.12,14.50,19.25,99.35,6.69,14.50
134623,11,455,70383,0.0747,0.6966,466,,137.20,6.75,1.36,65.49,25.41,98.90,65.37,25.37,99.60,6.03,6.35,15.80,20.15,99.25,6.19,15.80
134623,17,455,70389,0.0657,0.2862,218,,91.69,5.70,1.04,70.62,35.43,100.10,70.31,34.07,102.00,6.67,6.87,12.10,18.25,101.05,6.77,12.10
134624,12,456,70402,0.0343,0.5087,742,,114.34,5.75,1.15,63.68,31.88,97.70,64.04,30.02,98.60,2.93,2.77,16.50,20.00,98.15,2.85,16.50
134625,13,457,70420,0.0436,0.7161,821,,134.50,4.17,0.80,67.19,27.53,99.00,67.26,25.50,98.70,3.15,3.08,15.40,19.18,98.85,3.12,15.40
134625,14,457,70421,0.0803,0.5221,325,,126.71,5.51,1.06,65.16,25.32,98.20,64.95,25.12,98.70,3.70,3.23,15.30,19.24,98.45,3.47,15.30
134625,15,457,70422,0.0735,0.5616,382,,82.92,5.87,1.13,69.15,25.99,99.50,67.72,27.49,99.10,4.77,4.29,14.50,19.25,99.30,4.53,14.50
134627,11,459,704471,0.0755,0.1403,93,,127.37,5.78,1.11,64.20,25.21,98.00,66.61,27.84,99.20,4.58,4.29,15.30,19.20,98.60,4.44,15.30
134630,12,462,70501,0.0679,0.3661,270,,89.65,4.47,0.86,59.31,29.76,98.80,60.11,28.06,100.00,1.92,1.66,16.80,19.24,99.40,1.79,16.80
134631,4,463,70511,0.0612,0.5512,450,,108.94,6.11,1.23,65.20,27.25,99.30,63.40,28.26,98.80,3.07,3.62,16.30,20.13,99.05,3.35,16.30
134631,10,463,70517,0.0714,0.5344,374,,148.25,7.74,1.48,65.75,41.51,101.80,66.25,39.12,100.20,5.20,4.94,15.10,19.12,101.00,5.07,15.10
134636,11,468,70606,0.0662,0.5951,449,,128.49,6.03,1.17,64.44,28.65,99.50,65.21,31.39,100.00,3.39,3.36,15.90,19.40,99.75,3.38,15.90
134638,13,470,70643,0.0704,0.5521,392,,133.41,7.57,1.43,65.92,27.44,99.20,66.38,29.55,99.40,3.60,3.51,14.60,18.89,99.30,3.56,14.60
134639,1,471,70649,0.0731,0.3691,252,,114.55,6.76,1.29,69.77,27.56,99.20,70.11,23.59,99.00,6.59,5.41,13.10,19.08,99.10,6.00,13.10
134641,11,473,70693,0.0665,0.5009,377,,128.55,6.48,1.25,70.37,28.04,99.40,69.80,27.42,100.40,5.63,5.47,13.80,19.29,99.90,5.55,13.80
134643,15,476,70737,0.0705,0.5571,395,,119.15,5.69,1.08,62.67,24.67,99.70,61.37,30.94,99.00,3.36,3.09,15.40,18.98,99.35,3.23,15.40
134644,4,476,70738,0.0698,0.6841,490,,134.86,6.97,1.27,66.99,27.51,99.50,67.92,30.26,100.40,4.96,4.52,14.10,18.22,99.95,4.74,14.10
134644,18,476,70752,0.0673,0.6516,484,,135.56,8.00,1.49,66.36,24.47,98.50,66.67,25.93,98.70,3.96,3.86,15.20,18.63,98.60,3.91,15.20
134645,1,477,70753,0.0660,0.6156,466,,137.28,5.93,1.09,60.53,25.32,98.60,57.90,20.76,98.20,2.10,2.49,15.50,18.38,98.40,2.30,15.50
134645,3,477,70755,0.0678,0.5504,406, ,122.22,5.98,1.07,58.85,27.21,97.90,59.44,25.17,98.40,2.67,2.22,15.20,17.89,98.15,2.45,15.20
134646,10,478,70780,0.0722,0.1318,91,,69.99,3.94,0.69,58.32,28.64,99.60,58.31,26.58,100.10,2.28,2.54,15.90,17.51,99.85,2.41,15.90
134648,13,480,70819,0.0666,0.3716,279,,91.70,5.61,1.07,67.22,29.83,99.10,65.67,27.31,99.50,3.90,3.54,14.80,19.07,99.30,3.72,14.80
134648,18,480,708201,0.0701,0.5319,379,,103.15,6.43,1.23,69.50,27.06,98.70,70.84,26.78,99.30,6.05,5.77,13.30,19.13,99.00,5.91,13.30
134652,9,484,70883,0.0324,0.2486,384,,70.35,4.74,0.87,64.04,28.11,98.40,64.27,30.59,99.60,4.08,4.35,14.70,18.35,99.00,4.22,14.70
134654,17,486,70926,0.0695,0.4197,302,,105.08,6.55,1.22,66.81,30.27,99.60,67.07,26.94,99.40,4.53,4.00,14.80,18.63,99.50,4.27,14.80
134656,9,488,70954,0.0420,0.3279,390,,113.01,6.04,1.11,65.44,27.32,99.40,65.83,30.19,99.60,5.21,4.58,14.60,18.38,99.50,4.90,14.60
134657,3,489,70966,0.0696,0.3174,228,,108.55,6.60,1.21,65.31,22.92,98.80,65.03,23.84,99.10,5.44,5.02,14.00,18.33,98.95,5.23,14.00
134657,4,489,70967,0.0697,0.3277,235,,110.45,7.00,1.27,67.41,22.92,99.10,67.60,22.98,99.00,5.80,5.86,13.30,18.14,99.05,5.83,13.30
134657,11,489,70974,0.0709,0.5948,419,,107.96,5.68,1.07,58.81,25.19,98.20,59.01,23.34,98.30,2.62,2.79,15.40,18.84,98.25,2.71,15.40
134657,13,489,70976,0.0749,0.3366,225,,96.82,5.15,0.92,53.95,22.84,98.40,55.04,24.49,98.50,1.59,1.59,15.00,17.86,98.45,1.59,15.00
134661,2,493,71036,0.0733,0.5700,389,,108.57,6.94,1.24,72.53,26.92,99.90,71.39,25.03,98.70,6.69,6.38,12.00,17.87,99.30,6.54,12.00
134663,18,495,71087,0.0609,0.5734,471,,121.06,6.42,1.20,68.59,23.94,98.70,68.11,24.07,98.80,5.28,5.63,14.50,18.69,98.75,5.46,14.50
134664,3,496,71090,0.0667,0.3685,276,,96.69,5.28,0.99,60.83,27.31,97.80,61.81,22.80,99.20,3.10,2.69,16.00,18.75,98.50,2.90,16.00
134664,12,496,71099,0.0650,0.6450,496,,151.31,8.17,1.51,66.54,25.38,97.90,63.19,23.22,94.70,5.35,5.39,14.00,18.48,96.30,5.37,14.00
134664,14,496,71101,0.0682,0.6466,474,,154.31,7.35,1.40,67.42,26.27,98.40,68.21,23.80,98.40,4.18,5.09,16.20,19.05,98.40,4.64,16.20
134664,15,496,71102,0.0664,0.6527,491,,154.33,8.56,1.55,67.31,24.28,98.90,65.01,26.55,97.70,5.59,4.96,16.20,18.11,98.30,5.28,16.20
134667,17,499,71157,0.0741,0.5315,359,,137.79,6.11,1.17,64.39,27.54,99.30,59.07,30.09,98.80,2.60,2.34,16.30,19.15,99.05,2.47,16.30
134669,1,501,71177,0.0762,0.4222,277,,125.72,6.99,1.28,62.78,21.91,99.60,64.80,23.27,99.90,4.22,5.29,14.90,18.31,99.75,4.76,14.90
134533,14,365,80049,0.0640,0.7295,570,,124.48,5.46,0.93,69.97,31.52,101.60,71.66,25.96,100.20,6.56,6.69,13.10,17.03,100.90,6.63,13.10
134534,1,366,80054,0.0723,0.7345,508,,126.95,5.12,0.92,65.64,32.56,99.90,65.85,28.17,99.10,5.37,5.36,14.20,17.97,99.50,5.37,14.20
134534,2,366,80055,0.0682,0.6943,509,,115.67,4.65,0.87,64.91,30.41,98.50,66.50,31.17,98.70,4.16,3.91,15.70,18.71,98.60,4.04,15.70
134534,4,366,80057,0.0796,0.7686,483,,114.41,4.75,0.93,60.92,28.46,98.80,61.51,28.88,99.60,3.82,4.40,16.40,19.58,99.20,4.11,16.40
134534,5,366,80058,0.0775,0.7169,463,,122.28,5.07,1.01,55.81,35.33,98.20,55.65,32.63,94.60,2.82,2.83,17.30,19.92,96.40,2.83,17.30
134534,8,366,80061,0.0730,0.6187,424,,123.14,4.87,0.98,62.05,24.43,98.80,60.26,30.46,99.90,4.32,3.35,16.20,20.12,99.35,3.84,16.20
134534,9,366,80062,0.0758,0.6181,408,,102.44,4.45,0.85,56.87,23.06,97.50,58.00,24.30,99.20,2.13,2.00,16.70,19.10,98.35,2.07,16.70
134535,2,367,80073,0.0712,0.4985,350,,116.68,5.09,0.98,66.19,23.84,98.70,66.69,25.97,99.30,3.39,3.45,16.00,19.25,99.00,3.42,16.00
134537,3,369,80110,0.0805,0.6971,433,,123.20,5.14,0.95,66.25,28.34,99.10,64.78,30.71,98.60,5.17,5.55,14.70,18.48,98.85,5.36,14.70
134538,10,370,80135,0.0765,0.5629,368,,117.03,4.50,0.85,68.73,35.64,99.90,68.70,31.34,98.70,5.51,5.86,13.60,18.89,99.30,5.69,13.60
134538,13,370,80138,0.0784,0.8642,551,,152.71,6.03,1.09,68.35,26.75,98.40,68.63,26.88,98.80,5.59,5.57,14.20,18.08,98.60,5.58,14.20
134539,3,371,80146,0.0583,0.6483,556,,90.78,4.03,0.69,53.64,26.82,99.60,52.95,24.40,98.80,1.13,1.19,15.80,17.12,99.20,1.16,15.80
134539,10,371,80153,0.0702,0.7221,514,,125.19,4.62,0.86,60.71,26.75,100.40,59.59,24.65,99.10,2.23,2.52,16.70,18.61,99.75,2.38,16.70
134539,15,371,80158,0.0725,0.6661,459,,100.94,3.95,0.83,59.24,28.18,98.30,60.69,25.29,99.00,1.59,1.19,17.60,21.01,98.65,1.39,17.60
134542,9,374,80206,0.0650,0.7619,586,,120.18,4.97,0.93,65.22,25.19,98.90,67.00,28.43,100.50,5.62,5.12,14.90,18.71,99.70,5.37,14.90
134543,11,375,80226,0.0712,0.7064,496,,122.25,4.63,0.92,66.47,28.32,98.80,66.38,27.34,99.70,4.09,4.85,15.30,19.87,99.25,4.47,15.30
134543,15,375,80230,0.0770,0.8505,552,,131.66,5.71,1.07,67.20,28.00,100.50,67.68,30.46,100.50,5.89,5.88,14.00,18.74,100.50,5.89,14.00
134543,16,375,80231,0.0695,0.6985,503,,106.60,4.43,0.82,67.95,23.18,99.00,65.74,27.34,99.70,4.42,4.86,14.50,18.51,99.35,4.64,14.50
134543,17,375,80232,0.0735,0.6929,471,,108.04,4.45,0.85,67.16,27.47,100.00,67.47,27.18,100.00,5.77,5.82,14.00,19.10,100.00,5.80,14.00
134544,1,376,80234,0.0672,0.5278,393,,65.51,2.90,0.54,63.29,23.00,101.40,61.72,22.58,101.20,4.51,4.19,14.60,18.62,101.30,4.35,14.60
134544,2,376,80235,0.0704,0.6756,480,,104.24,4.63,0.88,64.90,28.11,99.60,62.92,29.62,100.70,4.13,3.98,15.20,19.01,100.15,4.06,15.20
134544,3,376,80236,0.0631,0.7305,579,,114.32,4.54,0.86,60.93,34.02,100.70,60.00,28.08,98.70,3.58,3.65,15.60,18.94,99.70,3.62,15.60
134544,4,376,80237,0.0823,0.3991,242,,98.22,4.19,0.78,61.38,23.43,99.10,58.67,24.64,99.60,3.97,3.91,15.40,18.62,99.35,3.94,15.40
134544,6,376,80239,0.0753,0.7577,503,,129.80,4.76,0.92,66.83,31.06,99.50,65.40,26.72,99.20,4.27,4.32,15.30,19.33,99.35,4.30,15.30
134545,12,377,80263,0.0718,0.4372,304,,105.40,5.43,1.02,69.20,26.34,99.90,67.53,22.59,99.40,5.40,4.55,13.70,18.78,99.65,4.98,13.70
134546,15,378,80284,0.0663,0.6230,470,,114.59,5.31,1.01,67.21,27.23,99.20,67.36,27.19,100.00,4.44,4.44,14.20,19.02,99.60,4.44,14.20
134547,4,379,80291,0.0689,0.6646,482,,106.05,4.70,0.86,68.36,30.83,99.20,68.35,26.96,99.50,5.57,5.25,13.60,18.30,99.35,5.41,13.60
134547,10,379,80297,0.0633,0.2444,193,,65.03,3.53,0.64,60.64,35.69,101.10,61.55,35.54,100.30,3.74,4.24,15.00,18.13,100.70,3.99,15.00
134547,16,379,80303,0.0744,0.6003,403,,95.97,4.88,0.88,68.75,27.20,99.40,66.13,27.23,99.90,4.97,4.54,14.00,18.03,99.65,4.76,14.00
134547,17,379,80304,0.0705,0.4127,293,,78.50,4.06,0.73,65.09,29.19,100.60,63.03,31.58,100.70,4.38,4.41,14.30,17.98,100.65,4.40,14.30
134548,13,380,80318,0.0641,0.6894,538,,109.89,4.72,0.96,66.49,27.03,99.00,66.12,35.20,99.30,3.49,3.80,16.30,20.34,99.15,3.65,16.30
134548,14,380,80319,0.0700,0.6620,473,,124.47,4.92,0.98,62.96,29.68,99.20,65.33,28.70,99.40,3.02,2.90,16.40,19.92,99.30,2.96,16.40
134548,15,380,80320,0.0879,0.6656,379,,118.71,4.33,0.87,64.41,28.26,100.10,62.20,30.60,98.00,2.17,2.37,16.40,20.09,99.05,2.27,16.40
134550,2,382,80343,0.0728,0.8029,551,,139.49,5.02,0.96,58.27,26.91,97.60,59.05,25.30,98.20,2.21,2.08,14.40,19.12,97.90,2.15,14.40
134551,12,383,80371,0.0667,0.6921,519,,122.66,6.39,1.18,68.21,30.69,97.80,70.06,29.46,99.00,6.39,4.76,14.00,18.47,98.40,5.58,14.00
134552,18,384,80395,0.0611,0.5762,472,,102.16,4.85,0.87,63.53,29.58,98.90,65.17,30.27,98.70,5.38,5.21,14.70,17.94,98.80,5.30,14.70
134553,7,385,80402,0.0713,0.5390,378,,115.97,5.33,0.88,63.68,32.08,98.70,65.93,30.10,98.60,5.22,4.93,14.50,16.51,98.65,5.08,14.50
134556,14,388,80463,0.0645,0.7327,568,,131.86,5.66,1.06,65.51,27.74,98.50,67.98,28.22,98.60,4.68,4.70,14.70,18.73,98.55,4.69,14.70
134560,10,392,80531,0.0661,0.5043,381,,78.50,4.52,0.90,67.64,32.54,102.80,67.70,27.72,99.90,5.29,6.21,13.20,19.91,101.35,5.75,13.20
134561,1,393,80540,0.0738,0.4367,296,,101.87,4.99,0.90,74.54,29.56,100.90,72.99,29.38,100.80,6.06,5.36,9.20,18.04,100.85,5.71,9.20
134561,10,393,80549,0.0678,0.2420,178,,68.90,4.39,0.80,71.31,39.47,105.80,71.72,36.10,101.70,4.99,5.80,9.50,18.22,103.75,5.40,9.50
134561,11,393,80550,0.0682,0.2241,164,,69.73,4.35,0.79,71.91,37.34,101.90,70.50,33.50,102.30,5.10,5.98,9.50,18.16,102.10,5.54,9.50
134567,17,399,80664,0.0689,0.3598,261,,82.74,4.27,0.73,61.60,28.49,100.50,61.34,29.90,96.80,4.23,4.16,15.00,17.10,98.65,4.20,15.00
134569,4,401,80687,0.0680,0.5674,417,,117.04,5.21,0.93,68.92,33.14,99.90,67.97,31.15,100.20,4.88,5.21,13.40,17.85,100.05,5.05,13.40
134570,3,402,80704,0.0622,0.6868,552,,99.94,4.44,0.88,71.90,29.24,100.50,71.40,26.13,99.50,5.90,5.50,14.30,19.82,100.00,5.70,14.30
134570,17,402,80718,0.0691,0.8010,580,,123.59,4.78,0.98,55.88,24.86,98.60,57.01,26.08,98.70,1.51,1.47,17.50,20.50,98.65,1.49,17.50
134572,12,404,80749,0.0665,0.6249,470,,81.96,4.30,0.73,71.78,25.62,99.40,71.57,22.74,100.50,5.54,5.48,12.40,16.98,99.95,5.51,12.40
134575,14,407,80805,0.0619,0.5165,417,,72.42,4.05,0.62,72.43,33.60,105.90,73.09,33.72,104.10,6.03,6.36,8.10,15.31,105.00,6.20,8.10
134575,15,407,80806,0.0594,0.4931,415,,77.25,4.49,0.67,71.07,32.71,103.80,73.17,32.64,105.40,6.38,5.38,7.70,14.92,104.60,5.88,7.70
134575,16,407,80807,0.0589,0.4606,391,,71.43,4.26,0.64,72.68,34.43,103.50,73.24,32.05,103.00,5.40,5.45,7.60,15.02,103.25,5.43,7.60
134575,18,407,80809,0.0609,0.5755,472,,82.62,4.96,0.71,62.67,38.65,106.60,68.94,35.71,104.90,4.88,5.19,8.50,14.31,105.75,5.04,8.50
134579,14,411,80877,0.0700,0.4840,346,,110.47,5.17,1.00,70.41,23.76,99.90,69.50,22.57,99.30,4.39,4.25,14.80,19.34,99.60,4.32,14.80
134580,5,412,80886,0.0735,0.4184,285,,109.04,4.63,0.91,67.46,21.77,99.50,65.82,25.42,99.10,4.77,4.25,15.50,19.65,99.30,4.51,15.50
134581,11,413,80910,0.0753,0.7467,496,,126.75,5.43,1.05,64.50,35.31,98.70,63.21,35.30,97.60,4.79,4.74,15.20,19.34,98.15,4.77,15.20
134586,5,418,80992,0.0665,0.4201,316,,92.91,5.31,0.91,71.57,36.47,102.40,69.88,39.16,102.90,6.23,5.83,11.00,17.14,102.65,6.03,11.00
134588,11,420,81034,0.0698,0.7430,532,,117.07,4.84,0.88,58.41,25.12,99.60,59.27,23.44,99.90,4.05,4.18,15.40,18.18,99.75,4.12,15.40
134591,17,423,81093,0.0661,0.8459,640,,129.13,5.50,1.01,68.79,25.57,98.60,69.16,25.56,98.20,4.98,4.90,15.10,18.36,98.40,4.94,15.10
134594,11,426,81141,0.0706,0.6651,471,,136.71,5.65,1.16,66.86,27.52,99.90,65.18,28.76,99.20,3.81,2.91,17.00,20.53,99.55,3.36,17.00
134595,5,427,81151,0.0575,0.7084,616,,113.26,4.07,0.83,54.70,20.75,99.10,55.55,23.64,99.10,1.00,1.08,18.50,20.39,99.10,1.04,18.50
134595,9,427,81155,0.0714,0.6806,477,,128.69,4.34,0.83,58.31,23.97,98.60,58.54,25.02,98.50,1.50,1.41,17.90,19.12,98.55,1.46,17.90
134597,14,429,81196,0.0664,0.2633,198,,73.40,4.33,0.74,63.81,27.67,100.50,64.08,27.53,100.90,5.25,5.63,13.60,17.09,100.70,5.44,13.60
134598,9,430,81209,0.0680,0.4060,299,,89.10,4.59,0.87,69.85,26.33,100.20,70.93,24.95,99.90,6.65,6.72,12.90,18.95,100.05,6.69,12.90
134598,17,430,81217,0.0692,0.2246,162,,77.75,4.54,0.76,63.82,29.46,101.40,62.59,25.74,100.70,4.76,5.28,13.60,16.74,101.05,5.02,13.60
134599,6,431,81224,0.0670,0.6078,454,,106.15,4.71,0.90,62.48,26.62,99.30,61.88,24.55,99.60,3.89,3.52,16.00,19.11,99.45,3.71,16.00
134599,11,431,81229,0.0655,0.4086,312,,98.39,5.00,0.88,59.98,25.50,100.10,61.82,23.81,100.70,4.54,4.69,15.20,17.60,100.40,4.62,15.20
134672,13,504,90013,0.0708,0.1191,84,,59.13,4.24,0.80,57.50,25.24,98.30,53.48,22.81,96.20,2.12,2.08,16.20,18.87,97.25,2.10,16.20
134678,15,510,90122,0.0690,0.4657,337,,129.47,6.55,1.25,58.27,20.15,99.10,58.59,20.10,98.60,1.38,1.47,16.20,19.08,98.85,1.43,16.20
134679,6,511,90131,0.0668,0.6482,485,,143.53,7.59,1.48,62.40,23.15,98.60,61.72,19.31,98.70,2.66,2.68,16.20,19.50,98.65,2.67,16.20
134679,12,511,90142,0.0712,0.3031,213,,147.49,7.49,1.48,66.54,23.46,98.30,67.05,22.24,98.50,4.15,3.58,15.30,19.76,98.40,3.87,15.30
134680,5,512,90148,0.0651,0.3936,302,,87.15,4.67,0.91,59.02,26.04,99.50,57.65,25.90,99.00,2.13,1.75,16.70,19.49,99.25,1.94,16.70
134684,6,516,90221,0.0675,0.4855,360,,92.14,5.10,0.94,60.95,26.79,98.60,65.12,28.94,99.10,2.45,2.92,15.50,18.43,98.85,2.69,15.50
134684,10,516,90225,0.0680,0.4929,362,,111.05,5.56,1.00,64.17,28.39,99.10,64.16,25.53,98.70,4.31,4.95,16.10,17.99,98.90,4.63,16.10
134686,14,518,90265,0.0618,0.1126,91,,68.82,5.56,0.93,54.16,24.68,99.30,54.62,28.93,99.20,2.60,2.52,14.90,16.73,99.25,2.56,14.90
134687,9,519,90278,0.0650,0.4759,366,,124.61,7.34,1.42,66.42,29.53,95.50,69.23,22.92,99.80,6.85,5.08,14.20,19.35,97.65,5.97,14.20
134687,15,520,90288,0.0664,0.2175,164,,81.63,5.59,1.04,68.28,28.13,99.50,66.78,29.23,97.90,4.51,4.50,14.00,18.60,98.70,4.51,14.00
134689,2,521,90307,0.0656,0.6732,513, ,124.94,6.76,1.24,57.88,22.33,98.90,56.15,22.91,98.10,1.94,2.06,15.60,18.34,98.50,2.00,15.60
134692,7,524,90356,0.0640,0.2552,199,,60.95,4.19,0.78,70.75,30.73,99.50,68.95,23.70,99.30,6.13,5.62,12.60,18.62,99.40,5.88,12.60
134692,11,524,90360,0.0670,0.5783,432,,110.73,5.87,1.12,68.64,27.56,99.20,66.61,24.33,98.80,4.55,4.02,14.50,19.08,99.00,4.29,14.50
134693,15,525,90382,0.0648,0.4497,347,,109.07,6.35,1.18,68.28,25.90,98.20,68.69,22.71,100.70,5.92,5.13,14.30,18.58,99.45,5.53,14.30
134697,2,529,90440,0.0631,0.4992,396,,86.10,4.70,0.92,61.06,25.08,99.00,60.56,24.01,99.90,1.81,1.95,16.50,19.57,99.45,1.88,16.50
134699,1,531,90475,0.0706,0.2205,156,,90.21,6.17,1.04,57.00,22.47,97.30,56.74,23.50,99.00,2.34,1.74,15.10,16.86,98.15,2.04,15.10
134699,6,531,90480,0.0644,0.3518,273,,94.06,5.37,0.90,57.35,28.12,98.90,57.26,25.31,99.30,1.95,2.11,15.10,16.76,99.10,2.03,15.10
134699,7,531,90481,0.0655,0.4994,381,,105.00,5.33,0.99,67.90,25.75,100.30,69.03,23.37,100.00,5.99,5.58,13.80,18.57,100.15,5.79,13.80
134701,17,533,90527,0.0781,0.4412,282,,99.13,7.30,1.37,65.74,26.19,99.00,67.47,23.94,99.10,5.59,5.03,14.50,18.77,99.05,5.31,14.50
134702,12,534,90540,0.0658,0.4542,345,,74.88,5.39,1.05,71.78,32.78,101.40,72.27,33.42,100.70,6.45,6.76,11.40,19.48,101.05,6.61,11.40
134702,13,534,90541,0.0690,0.4031,292,,106.66,7.75,1.34,71.89,28.82,100.10,71.82,25.86,100.00,5.46,6.43,12.20,17.29,100.05,5.95,12.20
134703,17,535,90563,0.0559,0.5265,471,,89.99,7.50,1.32,64.48,27.39,101.40,65.43,29.15,100.70,4.85,4.89,13.50,17.60,101.05,4.87,13.50
134704,8,536,90572,0.0692,0.6317,456,,100.99,6.12,1.13,68.58,23.64,99.60,67.19,30.52,101.70,5.46,5.47,15.00,18.46,100.65,5.47,15.00
134705,2,537,90583,0.0677,0.6010,444,,104.28,6.94,1.25,69.51,28.72,99.90,69.72,25.89,99.60,6.59,6.66,12.60,18.01,99.75,6.63,12.60
134705,9,537,90590,0.0718,0.4391,306,,101.85,5.79,1.08,67.02,22.82,99.60,66.41,21.77,99.10,3.97,4.19,14.60,18.65,99.35,4.08,14.60
134705,11,537,90592,0.0679,0.7190,529,,121.64,6.72,1.20,67.34,31.52,98.70,68.02,30.75,99.80,5.23,4.71,14.60,17.86,99.25,4.97,14.60
134706,10,538,90609,0.0657,0.4346,331,,90.46,5.66,1.02,71.08,29.15,99.30,69.65,30.89,98.90,5.89,5.19,13.20,18.02,99.10,5.54,13.20
134711,12,543,90701,0.0627,0.4896,390,,115.94,5.84,1.11,59.68,23.53,99.30,59.45,21.37,99.00,2.19,1.97,16.50,19.01,99.15,2.08,16.50
134711,15,543,90704,0.0651,0.3193,245,,99.53,5.58,0.98,63.51,30.48,101.00,63.96,26.79,100.20,3.72,3.52,14.90,17.56,100.60,3.62,14.90
134711,16,543,90705,0.0626,0.3554,284,,88.44,5.57,0.97,65.33,30.94,99.60,64.03,29.02,101.10,4.34,4.81,14.40,17.41,100.35,4.58,14.40
134711,18,543,90707,0.0670,0.6291,469,,130.56,6.66,1.23,69.93,27.70,99.60,70.22,28.19,100.10,6.03,6.15,13.40,18.47,99.85,6.09,13.40
134713,9,545,90734,0.0668,0.5267,394,,109.34,6.39,1.19,59.92,26.03,98.70,61.36,23.58,99.30,3.55,3.26,15.60,18.62,99.00,3.41,15.60
134715,6,547,90767,0.0698,0.4992,358,,99.33,5.40,0.99,57.43,25.08,99.50,57.98,21.01,99.30,2.35,2.76,15.20,18.33,99.40,2.56,15.20
134715,8,547,90769,0.0749,0.2299,153,,74.07,4.39,0.73,54.85,24.50,99.50,56.67,22.38,100.10,3.24,3.00,14.50,16.63,99.80,3.12,14.50
134716,3,548,90782,0.0654,0.6335,484,,117.57,6.15,1.08,67.32,27.35,99.10,64.88,24.18,99.30,5.55,4.56,14.20,17.56,99.20,5.06,14.20
134717,9,549,90806,0.0643,0.5342,415,,118.71,7.25,1.36,63.18,22.26,99.50,62.63,22.15,99.00,2.46,2.66,15.20,18.76,99.25,2.56,15.20
134718,8,550,90823,0.0672,0.9106,678,,160.79,6.92,1.42,62.11,25.64,98.70,61.40,23.57,99.20,2.06,1.78,16.40,20.52,98.95,1.92,16.40
134719,1,551,90834,0.0613,0.2329,190,,78.43,5.30,0.91,69.56,27.54,100.60,68.18,30.06,99.60,6.12,6.06,12.60,17.17,100.10,6.09,12.60
134723,1,555,90906,0.0651,0.3989,306,,115.57,6.04,1.00,60.41,24.54,99.40,62.43,25.03,99.50,3.85,4.17,15.20,16.56,99.45,4.01,15.20
134723,11,555,90916,0.0761,0.7023,461,,134.55,6.92,1.25,67.04,26.55,98.50,65.47,24.54,98.30,4.26,3.50,14.80,18.06,98.40,3.88,14.80
134723,15,555,90920,0.0692,0.3877,280,,110.96,5.72,1.05,66.49,26.25,99.80,63.44,24.66,99.60,4.99,5.15,15.40,18.36,99.70,5.07,15.40
134726,8,558,90968,0.0700,0.6347,453,,123.80,7.67,1.39,65.70,21.57,99.30,64.38,29.50,99.20,4.54,3.94,13.60,18.12,99.25,4.24,13.60
134728,8,560,91004,0.0686,0.6734,491,,127.52,7.85,1.44,70.47,27.81,97.80,72.11,28.40,99.70,7.07,6.63,11.80,18.34,98.75,6.85,11.80
